path,currently_tracked,seen_in_git_history,assigned_stage,assignment_reason
data/enrichment/cell135_enrichment_argmin_audit.csv,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell135_enrichment_design.csv,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell135_enrichment_metadata.json,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell135_enrichment_top10.csv,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell135_equivalence_probe.csv,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell136_d25_fine_rank_audit.csv,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/enrichment/cell136_d25_fine_rank_metadata.json,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
data/final/qlstm_lstm_dataset_final.npz,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/final/qlstm_lstm_dataset_metadata.json,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/final/qlstm_lstm_feature_scaler.csv,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/final/qlstm_lstm_sample_metadata.csv.gz,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/final/qlstm_lstm_scalers.json,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/final/qlstm_lstm_target_scaler.csv,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/recovery/cell145a_artifact_inventory.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145a_environment.txt,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145a_fix_completion.json,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145a_git_status.txt,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145a_recovery_manifest.json,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145a_resume_notes.txt,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell145b_git_checkpoint.json,True,True,07_train_lstm.ipynb,cell_number_provenance
data/recovery/cell150_pre_closed_loop_resume_notes.txt,True,True,08_train_qlstm.ipynb,cell_number_provenance
data/recovery/cell150_scientific_interpretation_freeze.json,True,True,08_train_qlstm.ipynb,cell_number_provenance
data/recovery/cell156_closed_loop_interpretation_freeze.json,True,True,10_final_analysis.ipynb,cell_number_provenance
data/recovery/cell156_closed_loop_resume_notes.txt,True,True,10_final_analysis.ipynb,cell_number_provenance
data/splits/cell137_family_split_assignment.csv,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/splits/cell137_split_indices.npz,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/splits/cell137_split_metadata.json,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/splits/cell137_split_structural_audit.csv.gz,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
data/splits/cell137_window_split_metadata.csv.gz,True,True,06_preprocessing.ipynb,final_preprocessing_artifact
docs/equations.md,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
docs/methodology.md,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
models/endpoint_mlp_baseline/cell142_baseline_comparison.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
models/endpoint_mlp_baseline/cell142_endpoint_mlp.pt,True,True,07_train_lstm.ipynb,cell_number_provenance
models/endpoint_mlp_baseline/cell142_endpoint_mlp_config.json,True,True,07_train_lstm.ipynb,cell_number_provenance
models/endpoint_mlp_baseline/cell142_endpoint_mlp_metrics.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
models/endpoint_mlp_baseline/cell142_training_history.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
models/lstm_baseline/cell139_baseline_metrics.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
models/lstm_baseline/cell139_classical_lstm.pt,True,True,07_train_lstm.ipynb,cell_number_provenance
models/lstm_baseline/cell139_lstm_config.json,True,True,07_train_lstm.ipynb,cell_number_provenance
models/lstm_baseline/cell139_lstm_predictions.csv.gz,True,True,07_train_lstm.ipynb,cell_number_provenance
models/lstm_baseline/cell139_lstm_training_history.csv,True,True,07_train_lstm.ipynb,cell_number_provenance
models/qlstm/cell147_parameter_audit.csv,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell147_qlstm_architecture.json,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell147_qlstm_initial_state.pt,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell147_smoke_test.json,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell148_qlstm_best.pt,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell148_training_history.csv,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell148_training_metadata.json,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell148_validation_metrics.csv,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell148_validation_predictions.csv.gz,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell149_frozen_model_test_comparison.csv,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell149_qlstm_test_metrics.csv,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell149_qlstm_test_predictions.csv.gz,True,True,08_train_qlstm.ipynb,cell_number_provenance
models/qlstm/cell149_test_evaluation_metadata.json,True,True,08_train_qlstm.ipynb,cell_number_provenance
notebooks/00_setup.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/00_setup_project.ipynb,False,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/01_plant_model.ipynb,False,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/01_validate_turbine.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/02_validate_generator.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/03_validate_elc.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/04_validate_pi.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/05_generate_dataset.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/06_preprocessing.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/07_train_lstm.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/08_train_qlstm.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/09_closed_loop.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
notebooks/10_final_analysis.ipynb,True,True,NOTEBOOK_PLACEHOLDER,not_migrated_evidence
pytest.ini,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
reports/thesis_results/cell157_figure_captions.csv,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/cell157_thesis_evidence_manifest.json,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/cell157_thesis_results_summary.md,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/chapter_iv/Bab_IV_Hasil_dan_Pembahasan_draft.md,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/chapter_iv/cell158_bab_iv_evidence_map.csv,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/chapter_iv/cell159_review_sections_4_1_to_4_3.md,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl01_applied_gain_trajectories.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl01_dump_duty_response.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl01_frequency_response.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl02_applied_gain_trajectories.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl02_dump_duty_response.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_cl02_frequency_response.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_computational_runtime_comparison.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/figures/fig157_primary_rmse_comparison.png,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/tables/table157_computational_burden.csv,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/tables/table157_primary_descriptive_summary.csv,True,True,10_final_analysis.ipynb,final_analysis_report
reports/thesis_results/tables/table157_primary_heldout_controller_comparison.csv,True,True,10_final_analysis.ipynb,final_analysis_report
requirements.txt,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
src/__init__.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/control/__init__.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/control/gain_scheduler.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/control/limiter.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/control/pi_controller.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/control/pwm.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/data/logger.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/data/normalization.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/data/preprocessing.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/data/windowing.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/evaluation/metrics.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/evaluation/plots.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/evaluation/statistics.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/models/lstm.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/models/qlstm.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/models/vqc.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/__init__.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/consumer_load.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/dump_load.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/elc.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/microhydro_plant.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/synchronous_generator.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/plant/turbine.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/simulation/__init__.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/simulation/scenario.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/simulation/simulator.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/simulation/solver.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
src/simulation/state_manager.py,True,True,SHARED_PROJECT_SOURCE,imported_by_multiple_notebooks
tests/test_elc.py,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
tests/test_generator.py,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
tests/test_pi.py,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
tests/test_plant_model.py,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
tests/test_turbine.py,True,True,UNASSIGNED_SHARED_OR_MISC,no_safe_stage_inference
